"productora","n","weighted_mean_votos","weighted_mean_beneficios","weighted_mean_popularidad"
"Hart-Sharp Entertainment",4,7.06392523364486,1147390.5,8.3207615
"Number 9 Films",3,6.33304843304843,-5637869.66666667,8.28790733333333
"Eyescreen S.r.l.",3,7.15592105263158,2075435.33333333,8.25919566666667
"Pathé Films",2,6.24067796610169,9703203,8.2505395
"The Canton Company",3,5.2612,-38007679.3333333,8.250026
"TF1 Droits Audiovisuels",2,7.23217993079585,1455953,8.220566
"Telepool",2,6.07592592592593,-12500000,8.1166255
"National Lottery through UK Film Council",3,6.84237288135593,-7195026.66666667,8.081303
"Myriad Pictures",6,5.77245283018868,5433777.66666667,8.07896916666667
"France 2 (FR2)",2,6.6751269035533,-9500000,8.045052
"MPI Media Group",2,5.84083044982699,-2500,8.0380995
"Ealing Studios",4,6.43592057761733,613957.75,8.02897275
"Brass Hat Films",2,6.44236311239193,-8512770.5,8.0186755
"26 Films",2,6.01691842900302,17815157,7.990994
"Incorporated Television Company",2,6.84754716981132,38328500,7.9775645
"Alliance Entertainment",2,6.12325581395349,4e+05,7.961636
"Echo Lake Productions",3,6.19814814814815,1957322,7.95290033333333
"The Harold Greenberg Fund",4,6.63546218487395,-9177736.5,7.8966085
"KC Medien AG",2,5.14277456647399,-20146886,7.8588505
"Dante Entertainment",2,4.56682692307692,-62043163.5,7.858336
"Persistent Entertainment",2,5.96910828025478,-14003486.5,7.8516785
"Deuce Three Productions",2,5.55075987841945,-13894849,7.791299
"Neo Art & Logic",2,5.37922077922078,2829455,7.790942
"Punch 21 Productions",2,5.53548387096774,-4686314,7.745032
"Warp X",2,5.70229007633588,-164120,7.7434635
"Dino de Laurentiis Cinematografica",4,6.16596306068602,-15334312.75,7.654832
"Hartbeat Productions",2,7.28695652173913,16115453.5,7.6490955
"Screen Australia",8,6.16057248384118,-7498843.5,7.604507875
"Belladonna Productions",2,6.06279069767442,-1908377.5,7.5639745
"Movision",2,6.58982035928144,0,7.5606275
"Egoli Tossell Film AG",2,7.12354740061162,-5967826.5,7.522497
"The Bureau",2,7.28693333333333,-1914449,7.5010995
"Associated General Films",2,6.37823129251701,-2500000,7.462578
"Ignite Entertainment",2,6.44449339207048,0,7.350549
"Dog Eat Dog Films",2,7.31657458563536,19055420.5,7.349873
"Zephyr Films",4,5.70131180625631,-10529082.25,7.3175475
"Barclays Mercantile Industrial Finance",2,6.24438775510204,-1048940.5,7.253533
"Molinare Studios",2,6.26523605150215,-1827500,7.1991315
"Showbox Entertainment",2,5.90801687763713,-8206290.5,7.197369
"CinemaNX",2,6.43712121212121,-13605392.5,7.1925595
"Bórd Scannán na hÉireann",3,6.62541806020067,5719082,7.18879066666667
"Atchity Entertainment International (AEI)",2,5.65121951219512,-30563664.5,7.1189275
"Darius Films",2,6.22014134275618,-1727769,7.1064565
"ContentFilm",4,6.67397590361446,-9474812.5,7.0982775
"Paul Schiff Productions",5,4.27557932263815,4448224,7.0953624
"Stone Group Pictures",2,5.35461847389558,7551358.5,7.053822
"Nix Films",2,5.85,-12185036.5,7.032909
"Shanghai Film Group",2,6.02650602409639,28272851.5,7.0287155
"Metanoia Films",2,6.95,-6789840.5,7.023425
"Goldsmith-Thomas Productions",2,5.6125,-7394506,6.994008
"La Fabrique de Films",2,5.706,-7050000,6.9915295
"Banque Populaire Images 9",2,6.47019867549669,-6816886.5,6.960318
"Bruin Grip Services",2,5.24556962025316,0,6.9572435
"Destination Films",11,6.10263901979265,-3094349.18181818,6.85596981818182
"Arcadia Motion Pictures",3,5.6855614973262,-10772329,6.855551
"Filmkameratene A/S",2,6.68592964824121,329839,6.842645
"Delphi II Productions",2,6.2062893081761,-10209853.5,6.77291
"ITC Entertainment",2,4.6,-7527200,6.678173
"Carthago Films S.a.r.l.",2,5.82510288065844,-209683.5,6.6639935
"Fragile Films",4,6.35854214123007,613957.75,6.65877625
"Homegrown Pictures",2,6.77939393939394,3809356,6.5959275
"TV2 Norge",2,6.58888888888889,-15750000,6.5599895
"Codeblack Entertainment",2,6.33301886792453,0,6.5216745
"Corsan",2,6.26115702479339,-20185893.5,6.4889745
"Battleplan Productions",3,5.86363636363636,-7891853,6.467006
"Weintraub Entertainment Group",2,5.38983957219251,-3073000,6.455307
"Picturehouse Entertainment",2,6.55182926829268,-10013516.5,6.448566
"Signature Entertainment",2,7.00651340996169,40310510.5,6.4471115
"Thin Man Films",5,6.62395604395604,-894047.6,6.4222132
"Plum Pictures",3,5.56518771331058,-964535,6.40190466666667
"Cort/Madden Productions",2,6.15,22826278,6.393494
"Midsummer Films",2,5.22272727272727,-4750000,6.39126
"Pure Flix Entertainment",2,5.81242603550296,2714853.5,6.3724925
"Provident Films",4,6.33633540372671,18392316.25,6.35376525
"Yorktown Productions",2,3.98666666666667,-1.6e+07,6.3428535
"SNL Studios",3,5.66761904761905,1010388.33333333,6.33859133333333
"Esparza / Katz Productions",2,6.82352941176471,32500000,6.2274775
"RKO Pictures",2,5.93112582781457,-4.5e+07,6.171249
"Sweetpea Entertainment",2,5.19887640449438,0,6.1691255
"The Kushner-Locke Company",3,6.24214876033058,-1666666.66666667,6.08813266666667
"Seven Arts Pictures",2,6.56108108108108,-541537.5,6.055678
"Sherwood Pictures",2,6.91299435028249,33239269,6.027554
"Fandango",2,6.67407407407407,610107.5,5.9805935
"Freestyle Releasing",2,5.46185567010309,-11331914,5.9515295
"Mpower Pictures",3,6.29825072886297,-13490698.6666667,5.89637066666667
"SBK Pictures",2,6.17286821705426,-1550012.5,5.821474
"Sil-Metropole Organisation",2,6.4495,-7183729,5.7595665
"Steel Mill Pictures",2,6.35964912280702,0,5.7287675
"Arts Council of England",5,7.31489104116223,19493321.6,5.7142338
"IFC Productions",4,6.18613138686131,413395.5,5.55048225
"France2 Cinéma",2,6.7,-8084326,5.512123
"Brookstreet Pictures",2,5.38910256410256,-1575000,5.3495135
"MACT Productions",2,7.20709677419355,-4401646,5.3440635
"Sweetland Films",2,6.43641304347826,1917565,5.342835
"MDP Worldwide",5,6.03165467625899,-12149237,5.3150912
"Nimbus Film Productions",5,6.7641975308642,-2579427.2,5.312413
"Tokyo FM Broadcasting Co.",2,6.62228915662651,1231147,5.2428905
"Mirabai Films",3,6.52887323943662,3082643.66666667,5.21758666666667
"Sandcastle 5 Productions",2,6.36129032258064,-1.4e+07,5.2030895
"Evenstar Films",2,6.54444444444444,438151,5.165814
"Longfellow Pictures",2,6.21052631578947,-13055527.5,5.155876
"Wanda Visión S.A.",2,6.13444444444445,-11798115.5,5.1257875
"Taewon Entertainment",2,6.2375,0,5.1217955
"Carousel Picture Company, The",3,3.92789699570815,-21348056.6666667,5.104468
"Sigma Films",2,6.93709677419355,-6762541,5.08232
"Tyler Perry Company, The",2,6.15,45254168,5.079161
"October Films",3,6.11174496644295,-375344.333333333,5.037631
"Carnaby International",2,6.01647727272727,9422500,5.033368
"Luxembourg Film Fund",2,3.89565217391304,-17022085,5.0269095
"Baumgarten Merims Productions",2,5.78910891089109,-13247221,5.009688
"Polar Entertainment Corporation",2,5.84660194174757,-5800505.5,4.9362785
"British Screen Productions",2,6.9,29421704.5,4.886771
"ApolloMedia Distribution",5,4.36102236421725,-33819011,4.8858158
"Metropolitan Films",2,6.33768844221106,0,4.861606
"LeBrocquy Fraser Productions",2,6.03076923076923,-9023000,4.856929
"Crusader Entertainment",2,4.912,-37005180,4.6781485
"Vedette Finance",2,4.71794871794872,0,4.667541
"National Lottery",3,6.0710407239819,-2511135.33333333,4.627596
"Rastar Pictures",3,6.7,-5700000,4.58828333333333
"Crystal Sky Worldwide",3,3.64578313253012,6871291,4.58774733333333
"Code Entertainment",2,5.92032520325203,-1072978.5,4.556893
"Odyssey Media",2,4.63576642335766,-9750000,4.444229
"Birchwood Pictures",2,6.52957746478873,-1700000,4.4418215
"Trilogy Entertainment Group",3,5.57641509433962,-6978501.66666667,4.43122133333333
"Arte France",3,5.93882352941177,-5843568,4.358545
"Crossroads Films",2,6.10869565217391,245612,4.3000295
"Noodles Production",2,6.52166666666667,311764,4.2615785
"Silver Nitrate Films",3,4.90886075949367,0,4.238618
"Troma Entertainment",3,6.01295336787565,0,4.123072
"Fonds Sud Cinéma",2,6.57142857142857,-5e+05,4.0921755
"Claussen + Wöbke Filmproduktion GmbH",2,6.395,-1350000,4.0733425
"Les Productions Artistes Associés",2,7.04615384615385,5e+05,4.072154
"Dean River Productions",2,6.54536082474227,0,3.9368585
"Ministère de la Culture et de la Communication",2,6.61010101010101,0,3.9273175
"Grand Peaks Entertainment",2,5.38475609756098,0,3.8889965
"Motown Productions",2,6.17165354330709,6401668.5,3.841045
"Maipo Film- og TV Produksjon",2,6.484375,-250000,3.7797105
"Samuel Bronston Productions",2,6.15652173913043,-10625000,3.7755185
"Pyramide Productions",2,6.55040650406504,-16233.5,3.7752165
"Tax Credit Finance",3,5.83894736842105,-4182307,3.72883033333333
"Inside Track Productions",2,6.87301587301587,-5500000,3.622554
"Tomboy Films",2,7.28051948051948,-1348898,3.4704265
"Svensk Filmindustri (SF)",2,6.35333333333333,-12500000,3.397002
"Ego Film Arts",2,6.34,0,3.386548
"Jim Henson Pictures",2,5.20909090909091,-8500000,3.32596
"Dharma Productions",2,6.81818181818182,23950000,3.3000395
"Yash Raj Films",5,6.97452830188679,6147064,3.2846966
"ARTE",2,6.53275862068965,1305777.5,3.227796
"Le Pacte",2,6.06736842105263,-5e+05,3.1405405
"Egg Pictures",2,6.35760869565217,8759584.5,3.1402325
"Splendid Film",3,5.62039800995025,4956.66666666667,3.13453633333333
"The Bubble Factory",2,5.37076923076923,-12552462,3.121243
"Elevation Filmworks",2,6.35833333333333,-3416333.5,2.991987
"Werc Werk Works",2,5.87692307692308,-1877592,2.706373
"Company Pictures",2,6.67543859649123,0,2.58095
"Woodfall Film Productions",2,5.98,14550000,2.529789
"Eden Wurmfeld Films",2,6.04285714285714,4506712,2.4736185
"Cinémaginaire Inc.",2,6.7,-2283829,2.4054875
"Hollywood Media Bridge",2,3.92127659574468,-2500000,1.896797
"Big Idea Productions",2,6.13404255319149,0,1.6231455
